Timestamp,Open,High,Low,Close,Volume
2021-01-04T14:30:00Z,375.3100,375.4500,364.8200,368.7900,110210800
2021-01-05T14:30:00Z,368.1000,372.5000,368.0500,371.3300,66426200
2021-01-06T14:30:00Z,369.7100,376.9800,369.1200,373.5500,107997700
2021-01-07T14:30:00Z,376.1000,379.9000,375.9100,379.1000,68766800
2021-01-08T14:30:00Z,380.5900,381.4900,377.1000,381.2600,71677200
2021-01-11T14:30:00Z,377.8500,380.5800,377.7200,378.6900,51034700
2021-01-12T14:30:00Z,378.8900,379.8600,376.3600,378.7700,52547700
2021-01-13T14:30:00Z,378.6900,380.8600,377.8500,379.7900,45303600
2021-01-14T14:30:00Z,380.5900,381.1300,378.1000,378.4600,49989100
2021-01-15T14:30:00Z,376.7200,377.5800,373.7000,375.7000,107160000
2021-01-19T14:30:00Z,378.3400,379.2300,376.7500,378.6500,51233300
2021-01-20T14:30:00Z,381.1100,384.7900,380.6900,383.8900,61836100
2021-01-21T14:30:00Z,384.4900,384.9500,383.2500,384.2400,47840100
2021-01-22T14:30:00Z,382.2500,384.1300,381.8400,382.8800,52860500
2021-01-25T14:30:00Z,383.6700,384.7700,378.4600,384.3900,70402000
2021-01-26T14:30:00Z,385.4100,385.8500,383.5400,383.7900,42665300
2021-01-27T14:30:00Z,380.2200,380.3200,372.0100,374.4100,123351100
2021-01-28T14:30:00Z,376.3600,381.9300,375.8900,377.6300,94198100
2021-01-29T14:30:00Z,375.6300,376.6700,368.2700,370.0700,126765100
2021-02-01T14:30:00Z,373.7200,377.3400,370.3800,376.2300,75817600
2021-02-02T14:30:00Z,379.6500,383.2200,376.3200,381.5500,64450700
2021-02-03T14:30:00Z,382.4400,383.7000,380.4800,381.8500,52427100
2021-02-04T14:30:00Z,382.9600,386.2400,381.9700,386.1900,47142600
2021-02-05T14:30:00Z,388.2000,388.4700,386.1400,387.7100,48669800
2021-02-08T14:30:00Z,389.2700,390.5600,388.3500,390.5100,38365200
2021-02-09T14:30:00Z,389.6100,390.8900,389.1700,390.2500,35551100
2021-02-10T14:30:00Z,392.1200,392.2800,387.5000,390.0800,59154400
2021-02-11T14:30:00Z,391.2400,391.6900,388.1000,390.7100,42913300
2021-02-12T14:30:00Z,389.8500,392.9000,389.7700,392.6400,50593300
2021-02-16T14:30:00Z,393.9600,394.1700,391.5300,392.3000,50972400
2021-02-17T14:30:00Z,390.4200,392.6600,389.3300,392.3900,52290600
2021-02-18T14:30:00Z,389.5900,391.5200,387.7400,390.7200,59712800
2021-02-19T14:30:00Z,392.0700,392.3800,389.5500,390.0300,83241000
2021-02-22T14:30:00Z,387.0600,389.6200,386.7400,387.0300,67414200
2021-02-23T14:30:00Z,384.6600,388.9500,380.2000,387.5000,107284100
2021-02-24T14:30:00Z,386.3300,392.2300,385.2700,391.7700,72433900
2021-02-25T14:30:00Z,390.4100,391.8800,380.7800,382.3300,146670500
2021-02-26T14:30:00Z,384.3500,385.5800,378.2300,380.3600,152701600
2021-03-01T14:30:00Z,385.5900,390.9200,380.5700,389.5800,105348800
2021-03-02T14:30:00Z,389.8200,390.0700,386.0000,386.5400,79595300
2021-03-03T14:30:00Z,385.7900,386.8300,381.3100,381.4200,119940200
2021-03-04T14:30:00Z,381.2200,384.0000,371.8800,376.7000,183433000
2021-03-05T14:30:00Z,380.4600,384.7600,372.6400,383.6300,152039600
2021-03-08T14:30:00Z,384.6600,387.6800,381.4200,381.7200,123149200
2021-03-09T14:30:00Z,385.8500,389.9100,385.3100,387.1700,113633600
2021-03-10T14:30:00Z,389.6900,391.4000,388.1700,389.5800,109899400
2021-03-11T14:30:00Z,392.2300,395.6500,391.7400,393.5300,86245000
2021-03-12T14:30:00Z,392.0700,394.2100,391.2000,394.0600,64653600
2021-03-15T13:30:00Z,394.3300,396.6900,392.0300,396.4100,73427200
2021-03-16T13:30:00Z,397.0700,397.8300,395.0800,395.9100,73722500
2021-03-17T13:30:00Z,394.5300,398.1200,393.3000,397.2600,97959300
2021-03-18T13:30:00Z,394.4800,396.7200,390.7500,391.4800,115349100
2021-03-19T13:30:00Z,389.8800,391.5700,387.1500,389.4800,113624500
2021-03-22T13:30:00Z,390.0300,394.0700,389.9700,392.5900,73778600
2021-03-23T13:30:00Z,391.9100,393.4600,388.6600,389.5000,90686600
2021-03-24T13:30:00Z,391.0000,392.7500,387.4700,387.5200,97588600
2021-03-25T13:30:00Z,385.9800,390.5500,383.9000,389.7000,116128600
2021-03-26T13:30:00Z,390.9300,396.4100,390.2900,395.9800,114409100
2021-03-29T13:30:00Z,394.4000,396.7500,392.8100,395.7800,108107600
2021-03-30T13:30:00Z,394.4200,395.4500,393.0200,394.7300,76262200
2021-03-31T13:30:00Z,395.3400,398.0000,395.3100,396.3300,112734200
2021-04-01T13:30:00Z,398.4000,400.6700,398.1800,400.6100,99682900
2021-04-05T13:30:00Z,403.4600,406.9400,403.3800,406.3600,91684800
2021-04-06T13:30:00Z,405.7600,407.2400,405.4000,406.1200,62021000
2021-04-07T13:30:00Z,405.9400,406.9600,405.4500,406.5900,55836300
2021-04-08T13:30:00Z,407.9300,408.5800,406.9300,408.5200,57863100
2021-04-09T13:30:00Z,408.3900,411.6700,408.2600,411.4900,61104600
2021-04-12T13:30:00Z,410.8500,411.9300,410.2000,411.6400,56704900
2021-04-13T13:30:00Z,411.5300,413.5300,411.1200,412.8600,56551000
2021-04-14T13:30:00Z,412.8300,413.9600,410.8700,411.4500,61659900
2021-04-15T13:30:00Z,413.7400,416.1600,413.6900,415.8700,60229800
2021-04-16T13:30:00Z,417.2500,417.9100,415.7300,417.2600,82037300
2021-04-19T13:30:00Z,416.2600,416.7400,413.7900,415.2100,78498500
2021-04-20T13:30:00Z,413.9100,415.0900,410.5900,412.1700,81851800
2021-04-21T13:30:00Z,411.5100,416.2900,411.3600,416.0700,66793000
2021-04-22T13:30:00Z,415.8900,416.7800,411.1300,412.2700,97582800
2021-04-23T13:30:00Z,412.8700,418.2500,412.7900,416.7400,73209200
2021-04-26T13:30:00Z,417.4400,418.2200,416.8100,417.6100,52182400
2021-04-27T13:30:00Z,417.9300,418.1400,416.3000,417.5200,51303100
2021-04-28T13:30:00Z,417.8100,419.0100,416.9000,417.4000,51238900
2021-04-29T13:30:00Z,420.3200,420.7200,416.4400,420.0600,78544300
2021-04-30T13:30:00Z,417.6300,418.5400,416.3400,417.3000,85527000
2021-05-03T13:30:00Z,419.4300,419.8400,417.6700,418.2000,68128300
2021-05-04T13:30:00Z,416.0700,416.6000,411.6700,415.6200,101591200
2021-05-05T13:30:00Z,417.3800,417.6300,415.1500,415.7500,60162200
2021-05-06T13:30:00Z,415.8300,419.2100,413.6800,419.0700,74321400
2021-05-07T13:30:00Z,419.8900,422.8200,419.1600,422.1200,67733800
2021-05-10T13:30:00Z,422.5000,422.7400,417.8100,417.9400,81852400
2021-05-11T13:30:00Z,413.1000,415.2700,410.0600,414.2100,116888000
2021-05-12T13:30:00Z,411.2300,412.5900,404.0000,405.4100,134811000
2021-05-13T13:30:00Z,407.0700,412.3500,407.0200,410.2800,106394000
2021-05-14T13:30:00Z,413.2100,417.4900,413.1800,416.5800,82201600
2021-05-17T13:30:00Z,415.3900,416.3900,413.3600,415.5200,65129200
2021-05-18T13:30:00Z,415.8000,416.0600,411.7700,411.9400,59810200
2021-05-19T13:30:00Z,406.9200,411.0500,405.3300,410.8600,106467100
2021-05-20T13:30:00Z,411.8000,416.6300,411.6700,415.2800,78022200
2021-05-21T13:30:00Z,416.8700,418.2000,414.4500,414.9400,76578700
2021-05-24T13:30:00Z,417.3400,420.3200,417.0800,419.1700,51376700
2021-05-25T13:30:00Z,420.3300,420.7100,417.6200,418.2400,57451400
2021-05-26T13:30:00Z,418.8700,419.6100,417.7600,419.0700,43088600
2021-05-27T13:30:00Z,420.1700,420.7200,418.9900,419.2900,56707700
2021-05-28T13:30:00Z,420.9700,421.2500,419.7900,420.0400,58520200
2021-06-01T13:30:00Z,422.5700,422.7200,419.2000,419.6700,54216600
2021-06-02T13:30:00Z,420.3700,421.2300,419.2900,420.3300,49097100
2021-06-03T13:30:00Z,417.8500,419.9900,416.2800,418.7700,58138800
2021-06-04T13:30:00Z,420.7500,422.9200,418.8400,422.6000,55938800
2021-06-07T13:30:00Z,422.5900,422.7800,421.1900,422.1900,51555000
2021-06-08T13:30:00Z,423.1100,423.2100,420.3200,422.2800,47134300
2021-06-09T13:30:00Z,423.1800,423.2600,421.4100,421.6500,48436300
2021-06-10T13:30:00Z,422.9600,424.6300,421.5500,423.6100,51020100
2021-06-11T13:30:00Z,424.2000,424.4300,422.8200,424.3100,45570800
2021-06-14T13:30:00Z,424.4300,425.3700,423.1000,425.2600,42358500
2021-06-15T13:30:00Z,425.4200,425.4600,423.5400,424.4800,51508500
2021-06-16T13:30:00Z,424.6300,424.8700,419.9200,422.1100,80386100
2021-06-17T13:30:00Z,421.6700,423.0200,419.3200,421.9700,90949700
2021-06-18T13:30:00Z,417.0900,417.8300,414.7000,414.9200,118676300
2021-06-21T13:30:00Z,416.8000,421.0600,415.9300,420.8600,72822000
2021-06-22T13:30:00Z,420.8500,424.0000,420.0800,423.1100,57700300
2021-06-23T13:30:00Z,423.1900,424.0500,422.5100,422.6000,49445400
2021-06-24T13:30:00Z,424.8900,425.5500,424.6200,425.1000,45110300
2021-06-25T13:30:00Z,425.9000,427.0900,425.5500,426.6100,58129500
2021-06-28T13:30:00Z,427.1700,427.6500,425.8900,427.4700,53159600
2021-06-29T13:30:00Z,427.8800,428.5600,427.1300,427.7000,35970500
2021-06-30T13:30:00Z,427.2100,428.7800,427.1800,428.0600,64827900
2021-07-01T13:30:00Z,428.8700,430.6000,428.8000,430.4300,53441000
2021-07-02T13:30:00Z,431.6700,434.1000,430.5200,433.7200,57697700
2021-07-06T13:30:00Z,433.7800,434.0100,430.0100,432.9300,68710400
2021-07-07T13:30:00Z,433.6600,434.7600,431.5100,434.4600,63549500
2021-07-08T13:30:00Z,428.7800,431.7300,427.5200,430.9200,97595200
